player,team,ORtg,Min_per,Usage
Aiden Sherrell,Alabama,102.253125,8.63125,0.1804375
Aiden Tobiason,Temple,108.23461538461538,20.057692307692307,0.09246153846153844
Ajay Holubar,IU Indy,56.96666666666667,5.066666666666666,0.051166666666666666
Ajay Sheldon,Ohio,94.13225806451612,19.387096774193548,0.13238709677419355
Ajay Tew,Louisiana Monroe,46.81111111111111,3.077777777777778,0.2531111111111111
Akil Watson,Massachusetts,76.14090909090909,10.254545454545454,0.18709090909090909
Akili Evans,Austin Peay,73.13333333333334,11.233333333333333,0.19377777777777777
Akintola Akinniyi,Quinnipiac,0.0,1.06,0.0
Akira Jacobs,Hawaii,93.72857142857143,18.964285714285715,0.20196428571428568
Akrum Ahemed,UNC Greensboro,95.54166666666667,10.9375,0.18258333333333332
Al Green,Louisiana Tech,104.96296296296296,25.74814814814815,0.18396296296296294
Alaaeddine Boutayeb,Rider,73.92666666666668,5.840000000000001,0.16399999999999998
Alden Applewhite,Murray St.,101.18125,18.515625,0.16924999999999998
Alec Millender,IU Indy,120.91034482758621,31.26206896551724,0.14068965517241377
Alec Oglesby,Middle Tennessee,75.0,4.033333333333333,0.07799999999999997
Alejandro Vasquez,UAB,108.146875,22.975,0.2286875
Aleks Szymczyk,Charlotte,35.89473684210526,4.563157894736841,0.1883157894736842
Aleksandar Gavalyugov,Villanova,61.125,4.75,0.133
Aleksander Pachucki,Fordham,30.46666666666667,2.766666666666667,0.19666666666666663
Alem Huseinovic,Rice,107.03999999999999,25.58,0.1507
Alex Anderson,Texas Southern,77.8,25.5,0.16525
Alex Andrews,Florida A&M,0.0,1.2,0.0
Alex Bates IV,Stonehill,76.16666666666667,7.7124999999999995,0.10058333333333332
Alex Chaikin,Lafayette,117.80967741935484,26.76774193548387,0.20961290322580642
Alex Condon,Florida,117.66666666666667,25.053333333333335,0.21133333333333332
Alex Cotton,North Texas,221.1,3.5,0.027
Alex Crawford,Fresno St.,100.47,32.54666666666667,0.18663333333333332
Alex Daniels,American,0.0,2.55,0.121
Alex Doyle,Stetson,55.52777777777778,8.355555555555556,0.11022222222222222
Alex Engro,Army,0.0,0.2,3.079
Alex Holt,Mercer,113.68387096774192,27.567741935483873,0.1929032258064516
Alex Horiuk,Southern Indiana,64.08800000000001,5.892,0.16707999999999998
Alex Huibregtse,Wright St.,109.20666666666666,34.02333333333333,0.19846666666666665
Alex Karaban,Connecticut,122.38709677419355,35.8,0.19629032258064516
Alex Koch,Mercer,0.0,2.2,0.0
Alex Kovatchev,Sacramento St.,78.23333333333333,27.133333333333336,0.17
Alex Leiba,Pepperdine,30.794117647058822,3.829411764705882,0.0878235294117647
Alex McFadden,Delaware,68.36666666666666,1.3666666666666665,0.17866666666666667
Alex Merkviladze,Loyola Marymount,97.81290322580645,32.04838709677419,0.1727096774193548
Alex Nokes,Lindenwood,0.0,1.5,0.0
Alex Raiford,Chicago St.,29.668750000000003,2.53125,0.1236875
Alex Tchikou,Detroit Mercy,0.0,1.9,0.318
Alex Tew,Weber St.,98.42903225806452,18.061290322580643,0.16561290322580643
Alexander Nwagha,Northeastern,103.0653846153846,13.034615384615384,0.13557692307692307
Alexis Marmolejos,Lamar,109.22,30.526666666666664,0.2329
Alexis Reyes,Quinnipiac,89.4241379310345,26.520689655172415,0.15820689655172415
Alfred Worrell Jr.,Southern Miss,91.45666666666666,13.636666666666667,0.2265333333333333
Alfredo Addesa,Lehigh,85.92083333333333,8.4375,0.17704166666666665
Ali Dibba,Southern Illinois,107.33225806451613,34.438709677419354,0.2515806451612903
Ali Ragab,Northern Arizona,77.84375,6.34375,0.174125
Alier Maluk,Florida St.,98.12258064516129,10.851612903225806,0.14787096774193548
Alijah Curry,Manhattan,83.13125,6.71875,0.09356249999999999
Alijah Martin,Florida,121.48709677419355,30.074193548387097,0.2095806451612903
All Wright,Valparaiso,103.78125,30.0875,0.26349999999999996
Allen David Mukeba,Oakland,111.46969696969697,30.936363636363637,0.2584242424242424
Allen Myers,Manhattan,0.0,3.7,0.127
Allen Strothers,East Tennessee St.,96.32758620689656,19.324137931034482,0.15879310344827585
Allen Udemadu,Missouri St.,25.45625,6.21875,0.15293749999999998
Almar Atlason,Bradley,86.24545454545455,18.584848484848482,0.15499999999999997
Alonso Faure,Pepperdine,76.95384615384616,7.326923076923077,0.16126923076923075
Alonzo Dodd,Appalachian St.,88.77037037037037,24.75185185185185,0.1706296296296296
Alpha Chibambe,UMBC,41.3,3.75,0.15175
Alphonzo Billups III,VCU,98.27142857142856,6.723809523809523,0.2065238095238095
Alston Andrews,Delaware St.,80.9076923076923,24.307692307692307,0.09242307692307691
Alston Mason,Arizona St.,111.13225806451612,36.42580645161291,0.19470967741935483
Alvaro Cardenas,Boise St.,118.22121212121213,35.21212121212121,0.2190909090909091
Alvaro Folgueiras,Robert Morris,116.0,29.39090909090909,0.225030303030303
Alvin Stredic,Mississippi Valley St.,72.78076923076922,30.965384615384615,0.22146153846153846
Aly Tounkara,Lindenwood,79.7576923076923,15.5,0.11184615384615385
Alyn Breed,McNeese St.,109.6,29.9,0.2935
Amaan Sandhu,Manhattan,0.0,3.3,0.142
Amadou Doumbia,Massachusetts,74.02857142857144,4.342857142857143,0.13535714285714287
Amael L'Etang,Dayton,108.80967741935484,17.103225806451615,0.22587096774193546
Amahrie Simpkins,Morgan St.,101.85454545454546,27.568181818181817,0.2219090909090909
Amani Drummond,Incarnate Word,43.888888888888886,3.855555555555556,0.2072222222222222
Amani Hansberry,West Virginia,98.39354838709677,23.641935483870967,0.2375483870967742
Amani Lyles,Akron,111.440625,18.1,0.19584374999999998
Amar Augillard,Fresno St.,82.68181818181819,20.39090909090909,0.3241818181818182
Amar Kuljuhovic,North Dakota,114.4,25.336666666666666,0.23839999999999997
Amare Campbell,Pacific,30.325000000000003,3.375,0.235625
Amaree Abram,Louisiana Tech,99.06896551724138,32.689655172413794,0.20072413793103447
Amari Jedkins,Montana,71.61923076923077,8.365384615384615,0.09107692307692307
Amari McCottry,Saint Louis,77.86428571428571,13.396428571428572,0.21260714285714286
Amari Williams,Kentucky,115.53636363636363,22.509090909090908,0.265030303030303
Amarion Dickerson,Robert Morris,117.26060606060605,28.993939393939392,0.20469696969696968
Amarr Knox,Alabama St.,100.18181818181819,28.86060606060606,0.2734242424242424
Amarri Monroe,Quinnipiac,100.54193548387097,33.03225806451613,0.28716129032258064
Amar’e Marshall,Albany,99.26333333333334,30.686666666666667,0.25189999999999996
Amdy Ndiaye,Pittsburgh,10.4375,2.575,0.1205
Ametri Moss,North Florida,92.22758620689655,13.06551724137931,0.2747586206896552
Amier Ali,Arizona St.,95.65806451612903,18.583870967741937,0.16099999999999998
Amir Arrington,George Washington,75.0,1.1,0.0195
Amir Lindsey,Albany,109.81724137931033,19.806896551724137,0.1485862068965517
Amir Nesbitt,Stonehill,92.58965517241379,21.93448275862069,0.1995172413793103
Amiri Stewart,Sacred Heart,106.93870967741935,27.47741935483871,0.2411290322580645
Amsal Delalić,Pittsburgh,86.75714285714287,13.352380952380951,0.1618095238095238
Anastasios Rozakeas,Florida St.,37.83846153846154,2.4846153846153842,0.12776923076923077
Anderson Kopp,UMKC,118.03333333333335,19.233333333333334,0.24358333333333335
Andersson Garcia,Texas A&M,121.203125,24.171875,0.13003125
Andre Curbelo,Southern Miss,80.13333333333334,24.311111111111114,0.2867777777777778
Andre Henry,UC Irvine,88.75,26.0125,0.183
Andre Lorentsson,Toledo,99.878125,13.059375,0.13253125
Andre Mulibea,Coastal Carolina,98.08125,16.33125,0.1436875
Andre Nunley,Southern,90.08965517241379,21.175862068965518,0.08979310344827586
Andre Screen,Butler,98.95757575757575,19.78787878787879,0.23336363636363636
Andre Snoddy,Stony Brook,101.09354838709677,33.03548387096774,0.1662258064516129
Andre Weir,Kennesaw St.,96.82105263157894,15.278947368421052,0.16478947368421054
Andre Young,Rider,60.848,11.48,0.12984
Andrea Holden,Wright St.,111.0764705882353,11.288235294117648,0.16494117647058823
Andrej Jakimovski,Colorado,103.67878787878789,28.490909090909092,0.1899393939393939
Andrej Stojakovic,California,106.12068965517241,33.43448275862069,0.2693103448275862
Andres Marrero,La Salle,89.04285714285713,13.978571428571428,0.13357142857142854
Andrew Akuchie,Rice,107.47741935483872,19.548387096774192,0.15016129032258063
Andrew Alia,Drake,72.14999999999999,6.3999999999999995,0.10816666666666667
Andrew Bailey,Charlotte,0.0,0.9500000000000001,0.05783333333333333
Andrew Ball,Monmouth,92.98787878787878,10.796969696969697,0.1409090909090909
Andrew Canda,Fairleigh Dickinson,0.0,0.85,0.0
Andrew Carr,Kentucky,121.21249999999999,23.66875,0.18746875
Andrew Cook,Eastern Washington,113.71724137931035,29.675862068965518,0.24551724137931033
Andrew Holifield,Lamar,113.98333333333333,28.35666666666667,0.1809333333333333
Andrew King,Elon,99.49333333333334,26.959999999999997,0.13533333333333333
Andrew Latiff,Clemson,0.0,1.1833333333333333,0.0
Andrew McConnell,USC Upstate,77.80344827586208,16.06206896551724,0.16665517241379307
Andrew McKeever,Saint Mary's,70.26111111111112,5.8,0.17805555555555555
Andrew McKenna,Pacific,0.0,1.0,0.0
Andrew Meadow,Boise St.,123.60606060606061,29.645454545454545,0.1805151515151515
Andrew Morgan,Nebraska,102.38387096774194,18.893548387096775,0.2309032258064516
Andrew Nagy,Long Beach St.,90.96799999999999,17.928,0.10735999999999998
Andrew Phillips,Lafayette,100.928125,26.7125,0.18321874999999999
Andrew Rohde,Virginia,106.17666666666668,30.88,0.2054333333333333
Andrew Sineway,High Point,119.48571428571428,1.5571428571428572,0.18999999999999997
Andrew Taylor,Stetson,75.85,18.2,0.156
Andrew Welage,Wright St.,78.13103448275862,12.403448275862068,0.12537931034482758
Andrew Younan,Weber St.,70.7,2.0,0.524
Andrija Bukumirović,Tennessee Martin,101.56,18.924,0.1558
Andrija Vukovic,Oklahoma St.,86.28999999999999,4.21,0.14589999999999997
Andy Stefonowicz,North Dakota St.,121.61724137931034,12.762068965517242,0.09599999999999999
Aneek Patil,Queens,300.0,1.3,0.096
Angel Montas Jr.,Mercer,83.26842105263158,15.799999999999999,0.22431578947368425
Angelo Brizzi,Longwood,92.0,21.67241379310345,0.17448275862068965
Angelo Ciaravino,Northwestern,73.24838709677418,11.206451612903225,0.16903225806451613
Angelo Winkel,Eastern Washington,93.97142857142858,8.461904761904762,0.18557142857142855
Angok Anyang,Alabama A&M,83.74166666666666,8.741666666666667,0.1872083333333333
Anias Futrell,Lindenwood,96.28888888888888,30.866666666666667,0.2298888888888889
Aniwaniwa Tait-Jones,UC San Diego,127.446875,30.728125,0.3058125
Annor Boateng,Missouri,81.08823529411765,6.411764705882353,0.1584705882352941
Anouar Mellouk,Morehead St.,86.51851851851852,21.522222222222222,0.19088888888888889
Anquan Boldin Jr.,Buffalo,99.75862068965517,24.955172413793104,0.1462413793103448
Anquan Hill,Sacred Heart,119.876,27.68,0.17323999999999998
Ansley Almonor,Kentucky,120.43333333333334,14.73030303030303,0.11687878787878787
Antallah Sandlin'El,Robert Morris,75.35555555555555,8.677777777777777,0.19222222222222218
Ante Beljan,Little Rock,94.96774193548387,28.587096774193547,0.20487096774193547
Ante Brzovic,Charleston,109.64375,32.971875,0.26853125
Anthony Alston,Appalachian St.,37.8,8.28,0.21949999999999997
Anthony Arrington,Wofford,79.55555555555556,14.959259259259259,0.15737037037037035
Anthony Batson Jr.,Stanford,48.875,5.05,0.18875
Anthony Benard,Canisius,88.38387096774194,29.845161290322583,0.15448387096774194
Anthony Blunt,UMass Lowell,96.25862068965517,18.78620689655172,0.11879310344827586
Anthony Clayton,Syracuse,105.25,0.9500000000000001,0.2455
Anthony Dell'Orso,Arizona,112.33529411764707,18.102941176470587,0.15720588235294117
Anthony Doppler,North Dakota,0.0,1.3333333333333333,0.0
Anthony Finkley,Saint Joseph's,109.21470588235294,24.185294117647057,0.14894117647058822
Anthony Gause,Charleston Southern,63.986666666666665,11.026666666666667,0.20739999999999997
Anthony Leal,Indiana,107.85769230769232,20.96923076923077,0.08861538461538461
Anthony McComb III,New Hampshire,91.87666666666665,27.103333333333335,0.25643333333333335
Anthony Morales,Kent St.,70.55,15.215,0.15119999999999997
Anthony Nimani,Cornell,78.5909090909091,6.9,0.10372727272727271
Anthony Peoples Jr.,North Carolina Central,83.93333333333334,11.0,0.10016666666666667
Anthony Pritchard,Central Michigan,96.69259259259259,36.98148148148148,0.24125925925925923
Anthony Robinson,Virginia,103.02692307692307,9.169230769230769,0.20611538461538462
Anthony Robinson II,Missouri,115.2375,22.853125,0.2124375
Anthony Roy,Green Bay,120.51818181818182,33.06363636363636,0.33054545454545453
Anthony Selden,Gardner Webb,99.28387096774195,30.12258064516129,0.24906451612903227
Anthony Sellars,Arkansas Pine Bluff,0.0,1.0,0.0
Antoine Lorick III,Tennessee St.,74.68620689655172,9.700000000000001,0.2369310344827586
Anton Bonke,Providence,72.54375,6.53125,0.1835
Anton Brookshire,Austin Peay,90.77586206896552,26.662068965517243,0.17920689655172412
Antoni Siewruk,New Hampshire,86.3076923076923,9.876923076923077,0.16303846153846152
Antoni Vlogianitis,Marist,150.0,1.5499999999999998,0.2175
"Antonio ""TJ"" Madlock",Alabama St.,103.6,30.42258064516129,0.23741935483870966
Antonio Lisenbee,Alcorn St.,78.20555555555556,6.572222222222222,0.07544444444444444
Antonio Sisk,Mississippi Valley St.,64.84615384615384,25.857692307692307,0.18626923076923077
Antwan Burnett,Grambling St.,84.056,30.824,0.19404
Antwan Robinson,Cal St. Fullerton,73.32413793103449,23.606896551724137,0.19034482758620688
Antwann Jones,Bethune Cookman,250.0,5.5,0.075
Antwaun Massey,Southern Illinois,72.60000000000001,13.947058823529412,0.2212941176470588
Antwone Woolfolk,Miami OH,110.203125,21.959375,0.18568749999999998
Antwonne Holmes,UTEP,0.0,1.325,0.27249999999999996
Anwar Gill,Howard,97.83703703703704,28.55925925925926,0.1976296296296296
Apostolos Roumoglou,Richmond,95.69565217391305,26.85217391304348,0.15052173913043476
Aquan Smart,North Carolina Central,105.04615384615384,11.507692307692308,0.18857692307692306
Arden Conyers,South Carolina,74.55652173913043,13.460869565217392,0.1562608695652174
Ari Fulton,NJIT,96.39642857142857,28.685714285714287,0.13799999999999998
Ari Seals,Tulsa,56.62222222222222,3.0999999999999996,0.08966666666666666
Aric Demings,Monmouth,74.72399999999999,9.72,0.15
Ariel Bland,UC Santa Barbara,75.556,7.272,0.12059999999999998
Arlandus Keyes,Mount St. Mary's,83.86551724137931,18.637931034482758,0.2116551724137931
Armandas Plintauskas,Merrimack,75.07000000000001,12.995,0.12210000000000001
Armani Perkins,UMass Lowell,0.0,1.4,0.0
Armoni Zeigler,Saint Peter's,97.7576923076923,30.665384615384614,0.20484615384615384
Arnas Sakenis,SIU Edwardsville,107.98181818181818,17.018181818181816,0.1595909090909091
Arne Osojnik,Eastern Michigan,108.31935483870969,26.532258064516128,0.13703225806451613
Arop Arop,Columbia,25.925,3.05,0.16549999999999998
Arrinten Page,Cincinnati,74.83870967741936,9.051612903225807,0.1902258064516129
Artese Stapleton,Eastern Illinois,96.9090909090909,29.136363636363637,0.2424090909090909
Arthur Kaluma,Texas,111.14375,29.378125,0.21971875
Arthur Tate,Mississippi Valley St.,81.575,24.517857142857142,0.2194285714285714
Arturo Dean,Oklahoma St.,94.09032258064516,24.148387096774194,0.214
Aryan Arora,Manhattan,30.419999999999998,1.1600000000000001,0.27799999999999997
Asa Newell,Georgia,128.48125,28.846875,0.22753125
Asa Thomas,Clemson,87.40000000000002,2.316666666666667,0.23491666666666666
Asher Boney,Southeastern Louisiana,39.1,4.621052631578947,0.08884210526315789
Asher Woods,Tulane,107.14193548387097,29.05483870967742,0.20461290322580644
Ashton Hardaway,Saint Mary's,83.23333333333333,9.706666666666667,0.10709999999999999
Ashton Reese,UMBC,136.13,9.209999999999999,0.12309999999999999
Ashton Smith,South Dakota,110.38333333333334,14.74,0.1418333333333333
Ashton Williamson,FIU,87.05483870967741,24.177419354838708,0.1988709677419355
Asim Jones,FIU,101.03870967741935,25.480645161290322,0.20296774193548386
Asjon Anderson,Queens,91.63181818181818,9.931818181818182,0.40818181818181815
Assane Diop,Colorado,90.77352941176471,15.108823529411765,0.1653529411764706
Atiki Ally Atiki,New Mexico,90.53448275862068,7.8551724137931025,0.1412758620689655
Atin Wright,North Texas,113.63666666666667,30.40666666666667,0.23379999999999998
Atticus Schuler,Dayton,104.625,1.175,0.47175
Aubin Gateretse,Utah St.,117.48387096774194,17.980645161290322,0.15938709677419355
Augustas Marciulionis,Saint Mary's,118.7875,35.459375,0.22978125
Augustinas Kiudulas,VMI,103.70689655172414,30.017241379310345,0.27999999999999997
Augusto Cassia,Butler,119.75999999999999,15.330000000000002,0.1291
Augustus Gerhart,Penn,102.26923076923077,14.907692307692308,0.13026923076923078
Austin Benigni,Navy,110.23333333333333,34.27272727272727,0.3013030303030303
Austin Brooks,Jacksonville St.,0.0,0.3,0.0
Austin Green,Texas St.,99.6148148148148,12.322222222222221,0.13514814814814813
Austin Harvell,Alabama A&M,79.24285714285715,4.3,0.18357142857142855
Austin Herro,South Carolina,64.51,1.47,0.12530000000000002
Austin Hunt,Harvard,109.47222222222223,21.172222222222224,0.1866111111111111
Austin Johnson,Long Beach St.,98.15333333333334,28.029999999999998,0.1685333333333333
Austin Maurer,Grand Canyon,53.12222222222223,3.161111111111111,0.09049999999999998
Austin Montgomery,Georgetown,6.12,1.8399999999999999,0.07849999999999999
Austin Nunez,Arizona St.,83.125,11.3,0.14275
Austin Parks,Ohio St.,54.833333333333336,8.26,0.07953333333333333
Austin Patterson,Montana,105.79032258064517,19.370967741935484,0.1302258064516129
Austin Rapp,Portland,98.88000000000001,33.17333333333333,0.22533333333333333
Austin Swartz,Miami FL,97.87586206896552,18.593103448275862,0.1616896551724138
Austin Villarreal,Milwaukee,0.0,1.425,0.0
Austin Williams,Elon,0.0,1.3,0.0
Avantae Parker,Georgia Southern,91.9,12.8375,0.21662499999999998
Avery Brown,Columbia,92.836,28.42,0.23556000000000002
Avery Felts,Arkansas St.,73.57741935483871,11.048387096774194,0.18716129032258064
Avishai Lowery,Jacksonville St.,0.0,0.39999999999999997,0.0
Ayden Davis,Wright St.,38.425,5.025,0.2495
Ayden Evans,Ohio,34.973333333333336,5.5,0.1318
Ayden Kelley,Arkansas,127.2,1.9000000000000001,0.3
Ayodele Taiwo,Howard,70.09166666666667,11.1875,0.1555
Ayomide Bamisile,Utah,86.06666666666666,2.4499999999999997,0.15616666666666668
Azavier Johnson,New Mexico St.,36.78333333333333,2.4,0.11416666666666668
Aziz Bandaogo,Cincinnati,124.65757575757576,25.615151515151513,0.137030303030303
Azmar Abdullah,Boston University,90.03225806451613,17.774193548387096,0.20635483870967739
