date,player_name,team_name,market_name,sportsbook,bet_points,Over,Under
2025-03-22,Zuby Ejiofor,St. John's,Player Assists,Fliff,1.5,-205.0,130.0
2025-03-22,Zuby Ejiofor,St. John's,Player Points,BetOnline,14.5,-105.0,-123.0
2025-03-22,Zuby Ejiofor,St. John's,Player Points,FanDuel,14.5,-106.0,-118.0
2025-03-22,Zuby Ejiofor,St. John's,Player Points,Fliff,14.5,-110.0,-145.0
2025-03-22,Zuby Ejiofor,St. John's,Player Rebounds,BetOnline,7.5,-153.0,118.0
2025-03-22,Zuby Ejiofor,St. John's,Player Rebounds,FanDuel,7.5,-118.0,-110.0
2025-03-22,Zuby Ejiofor,St. John's,Player Rebounds,Fliff,7.5,-150.0,-105.0
2025-03-23,Jackson Shelstad,Oregon,Player Assists,Fliff,2.5,130.0,-205.0
2025-03-23,Jackson Shelstad,Oregon,Player Points,Fliff,14.5,-135.0,-115.0
2025-03-23,Jackson Shelstad,Oregon,Player Rebounds,Fliff,2.5,-115.0,-135.0
2025-03-23,Keeshawn Barthelemy,Oregon,Player Assists,Fliff,2.5,100.0,-155.0
2025-03-23,Keeshawn Barthelemy,Oregon,Player Points,Fliff,9.5,-145.0,-105.0
2025-03-23,Keeshawn Barthelemy,Oregon,Player Rebounds,Fliff,2.5,130.0,-205.0
2025-03-23,Nate Bittle,Oregon,Player Assists,Fliff,1.5,-210.0,135.0
2025-03-23,Nate Bittle,Oregon,Player Points,Fliff,16.5,-130.0,-120.0
2025-03-23,Nate Bittle,Oregon,Player Rebounds,Fliff,8.5,-110.0,-140.0
2025-03-23,TJ Bamba,Oregon,Player Assists,Fliff,2.5,-200.0,125.0
2025-03-23,TJ Bamba,Oregon,Player Points,Fliff,10.5,-120.0,-130.0
2025-03-23,TJ Bamba,Oregon,Player Rebounds,Fliff,3.5,-130.0,-120.0
2025-03-22,Chad Baker-Mazara,Auburn,Player Assists,BetOnline,2.5,108.0,-140.0
2025-03-22,Chad Baker-Mazara,Auburn,Player Assists,Fliff,2.5,100.0,-160.0
2025-03-22,Chad Baker-Mazara,Auburn,Player Points,BetOnline,12.5,-103.0,-125.0
2025-03-22,Chad Baker-Mazara,Auburn,Player Points,FanDuel,11.5,-125.0,-105.0
2025-03-22,Chad Baker-Mazara,Auburn,Player Points,Fliff,12.5,-110.0,-145.0
2025-03-22,Chad Baker-Mazara,Auburn,Player Rebounds,BetOnline,2.5,-123.0,-104.0
2025-03-22,Chad Baker-Mazara,Auburn,Player Rebounds,Fliff,2.5,-140.0,-115.0
2025-03-22,Chaney Johnson,Auburn,Player Assists,Fliff,0.5,-185.0,120.0
2025-03-22,Chaney Johnson,Auburn,Player Points,BetOnline,8.5,-109.0,-117.0
2025-03-22,Chaney Johnson,Auburn,Player Points,Fliff,8.5,-130.0,-120.0
2025-03-22,Chaney Johnson,Auburn,Player Rebounds,BetOnline,4.5,120.0,-156.0
2025-03-22,Chaney Johnson,Auburn,Player Rebounds,Fliff,4.5,115.0,-180.0
2025-03-22,Denver Jones,Auburn,Player Assists,BetOnline,2.5,100.0,-129.0
2025-03-22,Denver Jones,Auburn,Player Assists,Fliff,2.5,-110.0,-145.0
2025-03-22,Denver Jones,Auburn,Player Points,BetOnline,10.5,-117.0,-109.0
2025-03-22,Denver Jones,Auburn,Player Points,FanDuel,9.5,-122.0,-105.0
2025-03-22,Denver Jones,Auburn,Player Points,Fliff,10.5,-135.0,-115.0
2025-03-22,Denver Jones,Auburn,Player Rebounds,BetOnline,2.5,104.0,-135.0
2025-03-22,Denver Jones,Auburn,Player Rebounds,Fliff,2.5,-105.0,-150.0
2025-03-22,Jackson McAndrew,Creighton,Player Assists,Fliff,0.5,120.0,-185.0
2025-03-22,Jackson McAndrew,Creighton,Player Points,BetOnline,7.5,114.0,-149.0
2025-03-22,Jackson McAndrew,Creighton,Player Points,FanDuel,9.5,245.0,
2025-03-22,Jackson McAndrew,Creighton,Player Points,Fliff,6.5,-160.0,100.0
2025-03-22,Jackson McAndrew,Creighton,Player Rebounds,BetOnline,4.5,104.0,-135.0
2025-03-22,Jackson McAndrew,Creighton,Player Rebounds,Fliff,4.5,-105.0,-150.0
2025-03-22,Jamiya Neal,Creighton,Player Assists,BetOnline,3.5,-166.0,127.0
2025-03-22,Jamiya Neal,Creighton,Player Assists,Fliff,3.5,-165.0,105.0
2025-03-22,Jamiya Neal,Creighton,Player Points,BetOnline,13.5,-106.0,-121.0
2025-03-22,Jamiya Neal,Creighton,Player Points,FanDuel,13.5,-105.0,-125.0
2025-03-22,Jamiya Neal,Creighton,Player Points,Fliff,13.5,-115.0,-135.0
2025-03-22,Jamiya Neal,Creighton,Player Rebounds,BetOnline,6.5,102.0,-131.0
2025-03-22,Jamiya Neal,Creighton,Player Rebounds,FanDuel,6.5,108.0,-152.0
2025-03-22,Jamiya Neal,Creighton,Player Rebounds,Fliff,6.5,-110.0,-140.0
2025-03-22,Jasen Green,Creighton,Player Assists,BetOnline,1.5,177.0,-238.0
2025-03-22,Jasen Green,Creighton,Player Assists,Fliff,1.5,160.0,-265.0
2025-03-22,Jasen Green,Creighton,Player Points,BetOnline,7.5,106.0,-138.0
2025-03-22,Jasen Green,Creighton,Player Points,FanDuel,9.5,235.0,
2025-03-22,Jasen Green,Creighton,Player Points,Fliff,7.5,100.0,-155.0
2025-03-22,Jasen Green,Creighton,Player Rebounds,BetOnline,4.5,118.0,-153.0
2025-03-22,Jasen Green,Creighton,Player Rebounds,Fliff,4.5,115.0,-180.0
2025-03-22,Johni Broome,Auburn,Player Assists,BetOnline,2.5,-114.0,-112.0
2025-03-22,Johni Broome,Auburn,Player Assists,Fliff,2.5,-125.0,-120.0
2025-03-22,Johni Broome,Auburn,Player Points,BetOnline,19.5,100.0,-129.0
2025-03-22,Johni Broome,Auburn,Player Points,FanDuel,19.5,104.0,-130.0
2025-03-22,Johni Broome,Auburn,Player Points,Fliff,19.5,-130.0,-120.0
2025-03-22,Johni Broome,Auburn,Player Rebounds,BetOnline,10.5,-106.0,-121.0
2025-03-22,Johni Broome,Auburn,Player Rebounds,FanDuel,10.5,102.0,-142.0
2025-03-22,Johni Broome,Auburn,Player Rebounds,Fliff,10.5,-125.0,-125.0
2025-03-22,Miles Kelly,Auburn,Player Points,BetOnline,12.5,-125.0,-103.0
2025-03-22,Miles Kelly,Auburn,Player Points,FanDuel,12.5,-115.0,-115.0
2025-03-22,Miles Kelly,Auburn,Player Points,Fliff,13.5,-115.0,-140.0
2025-03-22,Miles Kelly,Auburn,Player Rebounds,BetOnline,3.5,-116.0,-111.0
2025-03-22,Miles Kelly,Auburn,Player Rebounds,Fliff,3.5,-130.0,-120.0
2025-03-22,Ryan Kalkbrenner,Creighton,Player Assists,BetOnline,1.5,127.0,-166.0
2025-03-22,Ryan Kalkbrenner,Creighton,Player Assists,Fliff,1.5,120.0,-185.0
2025-03-22,Ryan Kalkbrenner,Creighton,Player Points,BetOnline,20.5,-108.0,-119.0
2025-03-22,Ryan Kalkbrenner,Creighton,Player Points,FanDuel,20.5,-120.0,-110.0
2025-03-22,Ryan Kalkbrenner,Creighton,Player Points,Fliff,20.5,-115.0,-135.0
2025-03-22,Ryan Kalkbrenner,Creighton,Player Rebounds,BetOnline,8.5,-123.0,-105.0
2025-03-22,Ryan Kalkbrenner,Creighton,Player Rebounds,FanDuel,8.5,-126.0,-110.0
2025-03-22,Ryan Kalkbrenner,Creighton,Player Rebounds,Fliff,8.5,-145.0,-105.0
2025-03-22,Steven Ashworth,Creighton,Player Assists,BetOnline,4.5,-158.0,122.0
2025-03-22,Steven Ashworth,Creighton,Player Assists,FanDuel,4.5,-156.0,110.0
2025-03-22,Steven Ashworth,Creighton,Player Assists,Fliff,4.5,-180.0,115.0
2025-03-22,Steven Ashworth,Creighton,Player Points,BetOnline,16.5,-109.0,-117.0
2025-03-22,Steven Ashworth,Creighton,Player Points,FanDuel,16.5,-105.0,-125.0
2025-03-22,Steven Ashworth,Creighton,Player Points,Fliff,16.5,-125.0,-125.0
2025-03-22,Steven Ashworth,Creighton,Player Rebounds,BetOnline,4.5,120.0,-156.0
2025-03-22,Steven Ashworth,Creighton,Player Rebounds,Fliff,4.5,-110.0,-140.0
2025-03-22,Tahaad Pettiford,Auburn,Player Assists,BetOnline,2.5,-107.0,-120.0
2025-03-22,Tahaad Pettiford,Auburn,Player Assists,Fliff,2.5,-115.0,-135.0
2025-03-22,Tahaad Pettiford,Auburn,Player Points,BetOnline,12.5,100.0,-129.0
2025-03-22,Tahaad Pettiford,Auburn,Player Points,FanDuel,11.5,-110.0,-120.0
2025-03-22,Tahaad Pettiford,Auburn,Player Points,Fliff,11.5,-105.0,-145.0
2025-03-22,Tahaad Pettiford,Auburn,Player Rebounds,BetOnline,2.5,-129.0,100.0
2025-03-22,Tahaad Pettiford,Auburn,Player Rebounds,Fliff,2.5,-145.0,-105.0
2025-03-23,Ben Humrichous,Illinois,Player Rebounds,Fliff,2.5,-175.0,110.0
2025-03-23,Kasparas Jakucionis,Illinois,Player Assists,Fliff,4.5,-140.0,-110.0
2025-03-23,Kasparas Jakucionis,Illinois,Player Points,Fliff,15.5,-150.0,-105.0
2025-03-23,Kasparas Jakucionis,Illinois,Player Rebounds,Fliff,6.5,-105.0,-150.0
2025-03-23,Kylan Boswell,Illinois,Player Assists,Fliff,3.5,-105.0,-150.0
2025-03-23,Kylan Boswell,Illinois,Player Points,Fliff,12.5,-130.0,-120.0
2025-03-23,Kylan Boswell,Illinois,Player Rebounds,Fliff,4.5,-160.0,100.0
2025-03-23,Tomislav Ivisic,Illinois,Player Assists,Fliff,2.5,125.0,-195.0
2025-03-23,Tomislav Ivisic,Illinois,Player Points,Fliff,13.5,-105.0,-150.0
2025-03-23,Tomislav Ivisic,Illinois,Player Rebounds,Fliff,7.5,105.0,-165.0
2025-03-23,Tre White,Illinois,Player Assists,Fliff,0.5,-180.0,115.0
2025-03-23,Tre White,Illinois,Player Points,Fliff,12.5,-120.0,-130.0
2025-03-23,Tre White,Illinois,Player Rebounds,Fliff,6.5,-110.0,-145.0
2025-03-23,Will Riley,Illinois,Player Assists,Fliff,2.5,115.0,-180.0
2025-03-23,Will Riley,Illinois,Player Points,Fliff,16.5,-130.0,-120.0
2025-03-23,Will Riley,Illinois,Player Rebounds,Fliff,4.5,-140.0,-110.0
2025-03-23,Aden Holloway,Alabama,Player Points,Fliff,8.5,-120.0,-130.0
2025-03-23,Augustas Marciulionis,Saint Mary's,Player Assists,Fliff,6.5,-110.0,-140.0
2025-03-23,Augustas Marciulionis,Saint Mary's,Player Points,Fliff,14.5,-140.0,-115.0
2025-03-23,Augustas Marciulionis,Saint Mary's,Player Rebounds,Fliff,4.5,-115.0,-135.0
2025-03-23,Chris Youngblood,Alabama,Player Points,Fliff,8.5,-140.0,-110.0
2025-03-23,Chris Youngblood,Alabama,Player Rebounds,Fliff,1.5,-215.0,135.0
2025-03-23,Clifford Omoruyi,Alabama,Player Points,Fliff,7.5,-110.0,-140.0
2025-03-23,Clifford Omoruyi,Alabama,Player Rebounds,Fliff,6.5,-105.0,-150.0
2025-03-23,Jordan Ross,Saint Mary's,Player Assists,Fliff,1.5,-210.0,135.0
2025-03-23,Jordan Ross,Saint Mary's,Player Points,Fliff,7.5,-115.0,-135.0
2025-03-23,Jordan Ross,Saint Mary's,Player Rebounds,Fliff,2.5,-150.0,-105.0
2025-03-23,Labaron Philon,Alabama,Player Assists,Fliff,3.5,-105.0,-150.0
2025-03-23,Labaron Philon,Alabama,Player Points,Fliff,9.5,-110.0,-145.0
2025-03-23,Labaron Philon,Alabama,Player Rebounds,Fliff,2.5,-145.0,-105.0
2025-03-23,Luke Barrett,Saint Mary's,Player Assists,Fliff,1.5,100.0,-155.0
2025-03-23,Luke Barrett,Saint Mary's,Player Points,Fliff,9.5,100.0,-155.0
2025-03-23,Luke Barrett,Saint Mary's,Player Rebounds,Fliff,7.5,-155.0,100.0
2025-03-23,Mark Sears,Alabama,Player Assists,Fliff,4.5,-110.0,-145.0
2025-03-23,Mark Sears,Alabama,Player Points,Fliff,16.5,-135.0,-115.0
2025-03-23,Mark Sears,Alabama,Player Rebounds,Fliff,3.5,100.0,-155.0
2025-03-23,Mitchell Saxen,Saint Mary's,Player Assists,Fliff,1.5,-105.0,-150.0
2025-03-23,Mitchell Saxen,Saint Mary's,Player Points,Fliff,11.5,-135.0,-115.0
2025-03-23,Mitchell Saxen,Saint Mary's,Player Rebounds,Fliff,8.5,-120.0,-130.0
2025-03-23,Paulius Murauskas,Saint Mary's,Player Assists,Fliff,0.5,-205.0,130.0
2025-03-23,Paulius Murauskas,Saint Mary's,Player Points,Fliff,11.5,-145.0,-105.0
2025-03-23,Paulius Murauskas,Saint Mary's,Player Rebounds,Fliff,6.5,-110.0,-140.0
2025-03-22,Braden Huff,Gonzaga,Player Points,BetOnline,11.5,-107.0,-120.0
2025-03-22,Braden Huff,Gonzaga,Player Points,Fliff,11.5,-115.0,-135.0
2025-03-22,Emanuel Sharp,Houston,Player Assists,Fliff,0.5,-175.0,110.0
2025-03-22,Emanuel Sharp,Houston,Player Points,BetOnline,13.5,102.0,-133.0
2025-03-22,Emanuel Sharp,Houston,Player Points,FanDuel,13.5,100.0,-130.0
2025-03-22,Emanuel Sharp,Houston,Player Points,Fliff,12.5,-130.0,-120.0
2025-03-22,Emanuel Sharp,Houston,Player Rebounds,BetOnline,3.5,-109.0,-117.0
2025-03-22,Emanuel Sharp,Houston,Player Rebounds,Fliff,3.5,-120.0,-130.0
2025-03-22,Graham Ike,Gonzaga,Player Assists,BetOnline,1.5,161.0,-212.0
2025-03-22,Graham Ike,Gonzaga,Player Assists,Fliff,1.5,145.0,-230.0
2025-03-22,Graham Ike,Gonzaga,Player Points,BetOnline,15.5,-116.0,-111.0
2025-03-22,Graham Ike,Gonzaga,Player Points,FanDuel,15.5,-125.0,-105.0
2025-03-22,Graham Ike,Gonzaga,Player Points,Fliff,15.5,-130.0,-120.0
2025-03-22,Graham Ike,Gonzaga,Player Rebounds,BetOnline,7.5,104.0,-135.0
2025-03-22,Graham Ike,Gonzaga,Player Rebounds,FanDuel,7.5,116.0,-140.0
2025-03-22,Graham Ike,Gonzaga,Player Rebounds,Fliff,7.5,-105.0,-145.0
2025-03-22,J'Wan Roberts,Houston,Player Points,BetOnline,9.5,-125.0,-103.0
2025-03-22,J'Wan Roberts,Houston,Player Points,FanDuel,9.5,-122.0,-105.0
2025-03-22,J'Wan Roberts,Houston,Player Points,Fliff,9.5,-130.0,-120.0
2025-03-22,J'Wan Roberts,Houston,Player Rebounds,BetOnline,5.5,-147.0,112.0
2025-03-22,J'Wan Roberts,Houston,Player Rebounds,FanDuel,5.5,-144.0,104.0
2025-03-22,J'Wan Roberts,Houston,Player Rebounds,Fliff,5.5,-155.0,100.0
2025-03-22,Khalif Battle,Gonzaga,Player Assists,BetOnline,1.5,152.0,-200.0
2025-03-22,Khalif Battle,Gonzaga,Player Assists,Fliff,1.5,140.0,-225.0
2025-03-22,Khalif Battle,Gonzaga,Player Points,BetOnline,13.5,-103.0,-125.0
2025-03-22,Khalif Battle,Gonzaga,Player Points,FanDuel,13.5,-110.0,-120.0
2025-03-22,Khalif Battle,Gonzaga,Player Points,Fliff,12.5,-130.0,-120.0
2025-03-22,Khalif Battle,Gonzaga,Player Rebounds,BetOnline,4.5,124.0,-161.0
2025-03-22,Khalif Battle,Gonzaga,Player Rebounds,FanDuel,4.5,114.0,-160.0
2025-03-22,Khalif Battle,Gonzaga,Player Rebounds,Fliff,3.5,-165.0,105.0
2025-03-22,L.J. Cryer,Houston,Player Assists,BetOnline,1.5,-114.0,-112.0
2025-03-22,L.J. Cryer,Houston,Player Assists,Fliff,1.5,-130.0,-120.0
2025-03-22,L.J. Cryer,Houston,Player Points,BetOnline,15.5,-103.0,-125.0
2025-03-22,L.J. Cryer,Houston,Player Points,FanDuel,14.5,-118.0,-110.0
2025-03-22,L.J. Cryer,Houston,Player Points,Fliff,15.5,-115.0,-135.0
2025-03-22,L.J. Cryer,Houston,Player Rebounds,BetOnline,2.5,-116.0,-111.0
2025-03-22,L.J. Cryer,Houston,Player Rebounds,Fliff,2.5,-130.0,-120.0
2025-03-22,Milos Uzan,Houston,Player Assists,BetOnline,3.5,-153.0,118.0
2025-03-22,Milos Uzan,Houston,Player Assists,FanDuel,3.5,-154.0,110.0
2025-03-22,Milos Uzan,Houston,Player Assists,Fliff,3.5,-175.0,110.0
2025-03-22,Milos Uzan,Houston,Player Points,BetOnline,14.5,102.0,-133.0
2025-03-22,Milos Uzan,Houston,Player Points,FanDuel,14.5,104.0,-130.0
2025-03-22,Milos Uzan,Houston,Player Points,Fliff,13.5,-140.0,-110.0
2025-03-22,Milos Uzan,Houston,Player Rebounds,BetOnline,2.5,-136.0,106.0
2025-03-22,Milos Uzan,Houston,Player Rebounds,Fliff,2.5,-150.0,-105.0
2025-03-22,Nolan Hickman,Gonzaga,Player Assists,BetOnline,1.5,-129.0,100.0
2025-03-22,Nolan Hickman,Gonzaga,Player Assists,Fliff,1.5,-145.0,-105.0
2025-03-22,Nolan Hickman,Gonzaga,Player Points,BetOnline,9.5,114.0,-149.0
2025-03-22,Nolan Hickman,Gonzaga,Player Points,FanDuel,9.5,-104.0,-125.0
2025-03-22,Nolan Hickman,Gonzaga,Player Points,Fliff,9.5,-120.0,-130.0
2025-03-22,Nolan Hickman,Gonzaga,Player Rebounds,BetOnline,1.5,-175.0,135.0
2025-03-22,Nolan Hickman,Gonzaga,Player Rebounds,Fliff,1.5,-190.0,120.0
2025-03-22,Ryan Nembhard,Gonzaga,Player Assists,BetOnline,8.5,104.0,-135.0
2025-03-22,Ryan Nembhard,Gonzaga,Player Assists,FanDuel,8.5,-108.0,-132.0
2025-03-22,Ryan Nembhard,Gonzaga,Player Assists,Fliff,8.5,105.0,-165.0
2025-03-22,Ryan Nembhard,Gonzaga,Player Points,BetOnline,8.5,-107.0,-120.0
2025-03-22,Ryan Nembhard,Gonzaga,Player Points,FanDuel,8.5,-115.0,-115.0
2025-03-22,Ryan Nembhard,Gonzaga,Player Points,Fliff,8.5,-115.0,-140.0
2025-03-22,Ryan Nembhard,Gonzaga,Player Rebounds,BetOnline,2.5,-114.0,-112.0
2025-03-22,Ryan Nembhard,Gonzaga,Player Rebounds,Fliff,2.5,-125.0,-125.0
2025-03-23,Derik Queen,Maryland,Player Assists,Fliff,1.5,-105.0,-150.0
2025-03-23,Derik Queen,Maryland,Player Points,Fliff,16.5,-130.0,-120.0
2025-03-23,Derik Queen,Maryland,Player Rebounds,Fliff,10.5,-115.0,-135.0
2025-03-23,Ja'Kobi Gillespie,Maryland,Player Assists,Fliff,4.5,-110.0,-140.0
2025-03-23,Ja'Kobi Gillespie,Maryland,Player Points,Fliff,15.5,-115.0,-140.0
2025-03-23,Ja'Kobi Gillespie,Maryland,Player Rebounds,Fliff,3.5,-110.0,-140.0
2025-03-23,Jalen Lake,Colorado State,Player Assists,Fliff,1.5,-135.0,-115.0
2025-03-23,Jalen Lake,Colorado State,Player Points,Fliff,9.5,-115.0,-140.0
2025-03-23,Jalen Lake,Colorado State,Player Rebounds,Fliff,3.5,120.0,-185.0
2025-03-23,Jaylen Crocker-Johnson,Colorado State,Player Points,Fliff,8.5,-140.0,-115.0
2025-03-23,Julian Reese,Maryland,Player Assists,Fliff,0.5,-240.0,150.0
2025-03-23,Julian Reese,Maryland,Player Points,Fliff,11.5,-135.0,-115.0
2025-03-23,Julian Reese,Maryland,Player Rebounds,Fliff,8.5,-105.0,-150.0
2025-03-23,Kyan Evans,Colorado State,Player Assists,Fliff,2.5,-165.0,105.0
2025-03-23,Kyan Evans,Colorado State,Player Points,Fliff,12.5,-125.0,-125.0
2025-03-23,Kyan Evans,Colorado State,Player Rebounds,Fliff,3.5,120.0,-185.0
2025-03-23,Nique Clifford,Colorado State,Player Assists,Fliff,4.5,110.0,-170.0
2025-03-23,Nique Clifford,Colorado State,Player Points,Fliff,18.5,-140.0,-110.0
2025-03-23,Nique Clifford,Colorado State,Player Rebounds,Fliff,9.5,-115.0,-135.0
2025-03-23,Rodney Rice,Maryland,Player Assists,Fliff,1.5,-205.0,130.0
2025-03-23,Rodney Rice,Maryland,Player Points,Fliff,13.5,-120.0,-125.0
2025-03-23,Rodney Rice,Maryland,Player Rebounds,Fliff,1.5,-215.0,135.0
2025-03-23,Selton Miguel,Maryland,Player Assists,Fliff,1.5,-115.0,-135.0
2025-03-23,Selton Miguel,Maryland,Player Points,Fliff,11.5,-115.0,-135.0
2025-03-23,Selton Miguel,Maryland,Player Rebounds,Fliff,2.5,-135.0,-115.0
2025-03-23,Cooper Flagg,Duke,Player Assists,Fliff,4.5,-105.0,-150.0
2025-03-23,Cooper Flagg,Duke,Player Points,Fliff,19.5,-120.0,-130.0
2025-03-23,Cooper Flagg,Duke,Player Rebounds,Fliff,7.5,-110.0,-140.0
2025-03-23,Jalen Celestine,Baylor,Player Points,Fliff,6.5,-105.0,-150.0
2025-03-23,Jalen Celestine,Baylor,Player Rebounds,Fliff,4.5,100.0,-160.0
2025-03-23,Khaman Maluach,Duke,Player Assists,Fliff,0.5,-105.0,-145.0
2025-03-23,Khaman Maluach,Duke,Player Points,Fliff,7.5,-155.0,100.0
2025-03-23,Khaman Maluach,Duke,Player Rebounds,Fliff,7.5,-110.0,-140.0
2025-03-23,Kon Knueppel,Duke,Player Assists,Fliff,2.5,-170.0,105.0
2025-03-23,Kon Knueppel,Duke,Player Points,Fliff,14.5,-135.0,-115.0
2025-03-23,Kon Knueppel,Duke,Player Rebounds,Fliff,4.5,-120.0,-130.0
2025-03-23,Langston Love,Baylor,Player Points,Fliff,9.5,-120.0,-125.0
2025-03-23,Norchad Omier,Baylor,Player Assists,Fliff,1.5,-110.0,-140.0
2025-03-23,Norchad Omier,Baylor,Player Points,Fliff,15.5,-135.0,-115.0
2025-03-23,Norchad Omier,Baylor,Player Rebounds,Fliff,10.5,-110.0,-145.0
2025-03-23,Robert O. Wright III,Baylor,Player Assists,Fliff,3.5,-105.0,-145.0
2025-03-23,Robert O. Wright III,Baylor,Player Points,Fliff,9.5,-115.0,-135.0
2025-03-23,Robert O. Wright III,Baylor,Player Rebounds,Fliff,1.5,-170.0,110.0
2025-03-23,Sion James,Duke,Player Assists,Fliff,2.5,-160.0,105.0
2025-03-23,Sion James,Duke,Player Points,Fliff,8.5,-115.0,-135.0
2025-03-23,Sion James,Duke,Player Rebounds,Fliff,4.5,105.0,-160.0
2025-03-23,Tyrese Proctor,Duke,Player Assists,Fliff,2.5,-130.0,-120.0
2025-03-23,Tyrese Proctor,Duke,Player Points,Fliff,13.5,-120.0,-130.0
2025-03-23,Tyrese Proctor,Duke,Player Rebounds,Fliff,2.5,-175.0,110.0
2025-03-23,VJ Edgecombe,Baylor,Player Assists,Fliff,3.5,125.0,-195.0
2025-03-23,VJ Edgecombe,Baylor,Player Points,Fliff,14.5,-140.0,-110.0
2025-03-23,VJ Edgecombe,Baylor,Player Rebounds,Fliff,5.5,100.0,-155.0
2025-03-22,Braden Smith,Purdue,Player Assists,BetOnline,7.5,-123.0,-104.0
2025-03-22,Braden Smith,Purdue,Player Assists,FanDuel,7.5,-140.0,105.0
2025-03-22,Braden Smith,Purdue,Player Points,BetOnline,17.5,-113.0,-113.0
2025-03-22,Braden Smith,Purdue,Player Points,FanDuel,17.5,-110.0,-118.0
2025-03-22,Braden Smith,Purdue,Player Rebounds,BetOnline,4.5,-140.0,108.0
2025-03-22,C.J. Cox,Purdue,Player Rebounds,BetOnline,2.5,-142.0,110.0
2025-03-22,Camden Heide,Purdue,Player Rebounds,BetOnline,3.5,-151.0,117.0
2025-03-22,Christian Shumate,McNeese,Player Points,BetOnline,10.5,-121.0,-106.0
2025-03-22,Christian Shumate,McNeese,Player Points,FanDuel,10.5,-114.0,-114.0
2025-03-22,Christian Shumate,McNeese,Player Rebounds,BetOnline,6.5,-107.0,-120.0
2025-03-22,Christian Shumate,McNeese,Player Rebounds,FanDuel,6.5,110.0,-145.0
2025-03-22,Fletcher Loyer,Purdue,Player Assists,BetOnline,1.5,110.0,-142.0
2025-03-22,Fletcher Loyer,Purdue,Player Points,BetOnline,13.5,-108.0,-119.0
2025-03-22,Fletcher Loyer,Purdue,Player Points,FanDuel,13.5,-108.0,-120.0
2025-03-22,Fletcher Loyer,Purdue,Player Rebounds,BetOnline,2.5,112.0,-144.0
2025-03-22,Javohn Garcia,McNeese,Player Assists,BetOnline,1.5,-123.0,-105.0
2025-03-22,Javohn Garcia,McNeese,Player Points,BetOnline,10.5,-119.0,-108.0
2025-03-22,Javohn Garcia,McNeese,Player Points,FanDuel,10.5,-125.0,-104.0
2025-03-22,Javohn Garcia,McNeese,Player Rebounds,BetOnline,3.5,-105.0,-123.0
2025-03-22,Joe Charles,McNeese,Player Points,BetOnline,7.5,-102.0,-126.0
2025-03-22,Joe Charles,McNeese,Player Rebounds,BetOnline,6.5,104.0,-135.0
2025-03-22,Myles Colvin,Purdue,Player Points,BetOnline,5.5,-112.0,-114.0
2025-03-22,Myles Colvin,Purdue,Player Rebounds,BetOnline,2.5,118.0,-153.0
2025-03-22,Quadir Copeland,McNeese,Player Assists,BetOnline,5.5,-126.0,-102.0
2025-03-22,Quadir Copeland,McNeese,Player Points,BetOnline,10.5,-106.0,-121.0
2025-03-22,Quadir Copeland,McNeese,Player Rebounds,BetOnline,2.5,-149.0,114.0
2025-03-22,Trey Kaufman-Renn,Purdue,Player Assists,BetOnline,1.5,-175.0,135.0
2025-03-22,Trey Kaufman-Renn,Purdue,Player Points,BetOnline,21.5,-103.0,-125.0
2025-03-22,Trey Kaufman-Renn,Purdue,Player Points,FanDuel,20.5,-122.0,-106.0
2025-03-22,Trey Kaufman-Renn,Purdue,Player Rebounds,BetOnline,6.5,-117.0,-109.0
2025-03-22,Trey Kaufman-Renn,Purdue,Player Rebounds,FanDuel,6.5,-115.0,-115.0
2025-03-22,Brayden O'Connor,George Mason,Player Assists,Fliff,2.5,-180.0,115.0
2025-03-22,Brayden O'Connor,George Mason,Player Points,Fliff,8.5,-125.0,-120.0
2025-03-22,Brayden O'Connor,George Mason,Player Rebounds,Fliff,3.5,115.0,-185.0
2025-03-22,Christian Davis,Bradley,Player Points,Fliff,8.5,-120.0,-130.0
2025-03-22,Christian Davis,Bradley,Player Rebounds,Fliff,4.5,-140.0,-110.0
2025-03-22,Darius Hannah,Bradley,Player Points,Fliff,13.5,-140.0,-110.0
2025-03-22,Darius Hannah,Bradley,Player Rebounds,Fliff,6.5,-120.0,-130.0
2025-03-22,Darius Maddox,George Mason,Player Points,Fliff,13.5,-110.0,-140.0
2025-03-22,Duke Deen,Bradley,Player Assists,Fliff,2.5,-180.0,115.0
2025-03-22,Duke Deen,Bradley,Player Points,Fliff,10.5,-140.0,-115.0
2025-03-22,Duke Deen,Bradley,Player Rebounds,Fliff,2.5,-160.0,105.0
2025-03-22,Jalen Haynes,George Mason,Player Points,Fliff,16.5,-135.0,-115.0
2025-03-22,Jalen Haynes,George Mason,Player Rebounds,Fliff,6.5,-125.0,-125.0
2025-03-22,Bennett Stirtz,Drake,Player Assists,BetOnline,4.5,-105.0,-123.0
2025-03-22,Bennett Stirtz,Drake,Player Assists,FanDuel,4.5,-118.0,-118.0
2025-03-22,Bennett Stirtz,Drake,Player Points,BetOnline,17.5,-101.0,-128.0
2025-03-22,Bennett Stirtz,Drake,Player Points,FanDuel,17.5,-105.0,-125.0
2025-03-22,Bennett Stirtz,Drake,Player Rebounds,BetOnline,3.5,-156.0,120.0
2025-03-22,Darrion Williams,Texas Tech,Player Assists,BetOnline,2.5,104.0,-135.0
2025-03-22,Darrion Williams,Texas Tech,Player Points,BetOnline,11.5,-108.0,-119.0
