player,team,weighted_pts,kalman_pts,team_proj,team_oe,team_de,opp_proj,opp_oe,opp_de
Jalen Lake,Colorado St.,10.329555746771687,8.590654509565738,75.20774433089088,116.85985110326814,98.5509652447318,71.79444737533944,111.65676058749888,98.63982289857388
Jaden Bradley,Arizona,11.817647588085688,12.43528498694713,91.9663931696404,123.89916481553794,96.43608743742836,76.32305619709032,113.79005880670368,106.72076428755898
Jace Carter,Texas A&M,3.306143207728009,2.0061417365161454,74.51066156409115,115.6324054123989,93.08490895026358,65.8438910463545,113.85459227896564,103.7177776148286
Rakease Passmore,Kansas,0.5696859134298277,0.2034570984324345,73.2914271087165,116.0740778290176,93.03743043004494,68.87148200702447,111.86791819874762,95.42051829860463
Mohamed Wague,Oklahoma,4.157728296240668,7.244926786174687,73.23614860536948,117.61517079592087,100.84014337131046,74.82975994385116,121.54705036778576,101.991899517453
Maxim Logue,Oregon St.,2.2293141991406533,1.5357031001761745,78.80614703231113,115.97667469463744,107.94629820100948,81.65978070824424,115.44436953037156,103.60166387715516
Kayde Dotson,New Mexico,1.6788444352587435,0.2704702945182669,74.64543105530201,111.72669973542304,94.89621225676308,76.60999495107791,116.6275241016466,96.51854364211178
Camden Heide,Purdue,3.9480780606373673,3.893707006273579,81.74321927615082,125.014543556598,100.00204644216146,71.15415814049132,117.64760548572175,108.11423831905918
Jake Wahlin,Utah,6.382977591891023,6.748496234791135,78.62751383872683,112.51489510001656,100.42930067070536,77.37237067881064,115.97924242486911,105.24542990101416
Dylan Hayman,Incarnate Word,14.921575088999282,18.99992023112936,75.12895735677826,105.1390499960433,111.73806203554552,74.28922680660428,107.10007439819177,115.14435744519312
Isaiah Gray,Akron,9.40806978842799,10.12279638609547,76.32305619709032,113.79005880670368,106.72076428755898,91.9663931696404,123.89916481553794,96.43608743742836
Kanye Clary,Mississippi St.,6.170938780745308,5.211529088354677,72.13765374629563,118.30200538660104,98.73895064850208,73.09310939649329,120.49772569938987,99.25692728127714
Flory Bidunga,Kansas,5.5632447483501455,4.046946690572781,73.2914271087165,116.0740778290176,93.03743043004494,68.87148200702447,111.86791819874762,95.42051829860463
Courtney Anderson,Colorado,0.6501690315269184,0.5935637663885577,68.26321911954969,108.4810224281263,98.90056860888797,71.8907534893275,118.56429469319116,102.48298079639724
Rylan Griffen,Kansas,6.13194061749009,4.023362294031683,73.2914271087165,116.0740778290176,93.03743043004494,68.87148200702447,111.86791819874762,95.42051829860463
AJ Allenspach,Army,10.971896373614369,12.26451972219679,70.29430686845487,100.0736216239764,113.41164790917964,75.66171739646434,105.96898860797847,111.34212222257588
Ben Gold,Marquette,6.998389004243529,5.780633065533734,76.60999495107791,116.6275241016466,96.51854364211178,74.64543105530201,111.72669973542304,94.89621225676308
Christian Coleman,UAB,10.3970818864736,8.359270553653172,77.78735960941161,115.66538668972716,111.55913958705322,84.0235195286263,112.03208493032416,99.83953201028194
Dylan Andrews,UCLA,6.739002300809532,5.687588612139457,76.22848237448902,117.83476207588438,95.23373792255587,71.79546339356294,122.5580102348526,105.16697290603376
Ismael Plet,Robert Morris,4.647465969181695,4.649362623187718,72.29726062538877,105.87178226864891,104.97346357173288,94.97085467346454,127.61322067865144,96.32221651819388
Michael Belle,VCU,2.5046743497636723,1.2165487229013578,71.4860157314019,116.09908320167725,96.07757124818096,74.8966631351357,125.4228534113522,99.06688920021496
Jayden Dawson,Loyola Chicago,13.39256788366762,12.484766938434056,70.86443853044804,106.27201405854092,102.40284578861488,70.6482645802506,108.2434778520032,104.63098174940924
Kris Parker,Villanova,2.360729868242606,0.6908574025513233,71.8907534893275,118.56429469319116,102.48298079639724,68.26321911954969,108.4810224281263,98.90056860888797
Aday Mara,UCLA,6.690164553353522,7.961404710413649,76.22848237448902,117.83476207588438,95.23373792255587,71.79546339356294,122.5580102348526,105.16697290603376
Collin Moore,Grand Canyon,7.132033949230334,5.631387809707541,69.7226676010178,108.53639289307768,99.43001125923556,81.78532504705217,117.8006508029591,92.0001223929238
Travis Perry,Kentucky,3.286722891596941,4.690980376497531,81.6295298837936,123.7953708388456,98.6567433788276,69.01351359626945,106.69012109637856,100.56798187283673
Ryan Conwell,Xavier,17.45085971852168,23.985439772501607,75.61305919042435,116.21612542841729,97.77909697048074,74.08309295802127,116.63920156321169,100.1617425334824
Johan Munch,Oregon St.,1.4104461602692275,1.9837955904260396,78.80614703231113,115.97667469463744,107.94629820100948,81.65978070824424,115.44436953037156,103.60166387715516
Cade Norris,Illinois St.,0.8718062967556449,0.3827607146964435,74.95280664361626,112.02099866510883,108.77411872025311,68.09442679538951,103.08321145109966,110.48192626248066
Trent Perry,UCLA,3.5028514862300995,4.202310155381169,76.22848237448902,117.83476207588438,95.23373792255587,71.79546339356294,122.5580102348526,105.16697290603376
Sam Walters,Michigan,4.60257435462649,3.2151837366096725,71.26709038254441,115.08297148209454,94.37703417908648,68.40853601592171,113.4644184384378,96.93791664778516
Mouhamed Dioubate,Alabama,7.711654324620661,9.292942245217027,94.97085467346454,127.61322067865144,96.32221651819388,72.29726062538877,105.87178226864891,104.97346357173288
David Coit,Kansas,5.443357782480877,6.717127423617289,73.2914271087165,116.0740778290176,93.03743043004494,68.87148200702447,111.86791819874762,95.42051829860463
Corey Thomas,Bradley,3.67791822016009,2.005341623523533,76.22776085234848,112.50716882508912,102.80155830321246,71.38174654759464,110.50850723391125,108.02800254470344
Isaiah Sy,Oregon St.,5.3043228396478685,4.399598908751747,78.80614703231113,115.97667469463744,107.94629820100948,81.65978070824424,115.44436953037156,103.60166387715516
Jarin Stevenson,Alabama,6.3787958103345215,8.553282354936313,94.97085467346454,127.61322067865144,96.32221651819388,72.29726062538877,105.87178226864891,104.97346357173288
Nate Johnson,Akron,14.580433422000707,17.558317482202114,76.32305619709032,113.79005880670368,106.72076428755898,91.9663931696404,123.89916481553794,96.43608743742836
Trent Noah,Kentucky,2.9578821219212306,3.048892540570827,81.6295298837936,123.7953708388456,98.6567433788276,69.01351359626945,106.69012109637856,100.56798187283673
Gyasi Powell,Lipscomb,12.170466472326911,11.547846397530735,64.74703200475528,110.6913808908922,104.00046009647237,78.32496731194287,118.86851419056173,92.32257996353874
Ryan Nembhard,Gonzaga,10.504216998555082,9.495966622255894,76.91563542227722,123.28893196089729,96.37714125764526,72.76216758519284,115.89521298908342,95.76888953832604
Manny Obaseki,Texas A&M,6.143553230196523,7.391520129908391,74.51066156409115,115.6324054123989,93.08490895026358,65.8438910463545,113.85459227896564,103.7177776148286
N.J. Benson,DePaul,9.181627845156276,9.315458895486698,65.70701296662813,109.25469795933682,104.0404620369917,72.99037267739298,111.55548706851484,95.33247646460744
Alphonzo Billups III,VCU,2.5738911775416318,1.5961608422483402,71.4860157314019,116.09908320167725,96.07757124818096,74.8966631351357,125.4228534113522,99.06688920021496
Devin McGlockton,Vanderbilt,9.945295003052046,8.881737354487353,66.13162182917932,118.61621582443104,101.1515710764358,69.8800680514906,114.9327006189022,92.75301462007953
Sadraque NgaNga,San Jose St.,6.454341249301847,6.5582403716083935,70.6482645802506,108.2434778520032,104.63098174940924,70.86443853044804,106.27201405854092,102.40284578861488
Will Berg,Purdue,1.4766825026020944,0.9143892515153564,81.74321927615082,125.014543556598,100.00204644216146,71.15415814049132,117.64760548572175,108.11423831905918
Daniel Nauseef,Clemson,0.2674235846457322,0.2740432148357479,69.79359018910506,118.16763290231056,94.90662442866729,63.12284290289789,113.39512240091196,100.69811802591698
Theo Seng,Troy,4.620314371392499,3.728452705647917,69.01351359626945,106.69012109637856,100.56798187283673,81.6295298837936,123.7953708388456,98.6567433788276
Pharrel Payne,Texas A&M,9.801493058342732,9.114907878961011,74.51066156409115,115.6324054123989,93.08490895026358,65.8438910463545,113.85459227896564,103.7177776148286
Riley Fox,Yale,2.972267003182036,1.6542807131591215,65.8438910463545,113.85459227896564,103.7177776148286,74.51066156409115,115.6324054123989,93.08490895026358
Robert Wright,Baylor,10.591410238992184,7.259809853347528,73.09310939649329,120.49772569938987,99.25692728127714,72.13765374629563,118.30200538660104,98.73895064850208
Gavin Griffiths,Nebraska,1.7422925789556158,1.1190638813854898,74.63788757355313,111.81902008411204,99.20625374465656,74.37260020935767,113.19734004741936,100.79723503284944
Jaeden Zackery,Clemson,11.886564635516326,12.530559205056514,69.79359018910506,118.16763290231056,94.90662442866729,63.12284290289789,113.39512240091196,100.69811802591698
Tyrin Lawrence,Georgia,8.028410164157266,7.728301869536536,72.76216758519284,115.89521298908342,95.76888953832604,76.91563542227722,123.28893196089729,96.37714125764526
Iverson King,Presbyterian,5.303859858136115,4.734635946159815,68.09442679538951,103.08321145109966,110.48192626248066,74.95280664361626,112.02099866510883,108.77411872025311
Jordan Gainey,Tennessee,11.70115323702166,15.428665598106443,74.65292351285737,119.27533023154004,91.06953794397936,57.917155947701794,111.42296171889058,109.65711006981252
Will Sydnor,Manhattan,13.01331564552167,8.841000548770737,74.28922680660428,107.10007439819177,115.14435744519312,75.12895735677826,105.1390499960433,111.73806203554552
Szymon Zapala,Michigan St.,3.912768153821269,1.720173038071205,84.49533956924759,116.81027741320852,91.8114866500938,66.61363455606026,105.67268459615808,105.35334535186772
Marcus Wilson,Washington St.,1.5215355464898797,1.3587604290822406,77.76909355466613,112.6576193656126,106.62109498588178,78.84901165848603,107.02833347960396,99.87002005040382
Martavious Russell,Mississippi St.,2.5146522048274944,2.9394369206488404,72.13765374629563,118.30200538660104,98.73895064850208,73.09310939649329,120.49772569938987,99.25692728127714
Baba Miller,Florida Atlantic,11.444424398763363,11.578866660708766,78.15878684465767,113.65495668817236,105.37371761962196,77.52016949991096,113.08443470018152,105.73135899082232
Cade Bennett,Saint Mary's,0.2110477801241142,0.0497199623066042,69.8800680514906,114.9327006189022,92.75301462007953,66.13162182917932,118.61621582443104,101.1515710764358
Raleigh Burgess,Purdue,1.6153808728905026,0.4031096828409667,81.74321927615082,125.014543556598,100.00204644216146,71.15415814049132,117.64760548572175,108.11423831905918
Jayden Nunn,Baylor,8.353033984073459,9.312309151393716,73.09310939649329,120.49772569938987,99.25692728127714,72.13765374629563,118.30200538660104,98.73895064850208
Zach Freemantle,Xavier,17.682785141156273,19.265296418099176,75.61305919042435,116.21612542841729,97.77909697048074,74.08309295802127,116.63920156321169,100.1617425334824
Jackson Fields,Troy,7.985905759095471,10.299154030390984,69.01351359626945,106.69012109637856,100.56798187283673,81.6295298837936,123.7953708388456,98.6567433788276
John Berbano,Manhattan,0.4985172876061275,0.3514201690515971,74.28922680660428,107.10007439819177,115.14435744519312,75.12895735677826,105.1390499960433,111.73806203554552
C.J. Cox,Purdue,5.859322570926051,3.49136661226345,81.74321927615082,125.014543556598,100.00204644216146,71.15415814049132,117.64760548572175,108.11423831905918
Rokas Jocius,UCF,1.6160786247629284,0.586264767008169,81.65978070824424,115.44436953037156,103.60166387715516,78.80614703231113,115.97667469463744,107.94629820100948
Casey Simmons,Yale,8.796400636035745,9.721631707213264,65.8438910463545,113.85459227896564,103.7177776148286,74.51066156409115,115.6324054123989,93.08490895026358
Connor Linke,Bradley,0.2397498203566495,0.2932186326372618,76.22776085234848,112.50716882508912,102.80155830321246,71.38174654759464,110.50850723391125,108.02800254470344
Roddy Gayle Jr.,Michigan,8.336546159108863,5.569978212922714,71.26709038254441,115.08297148209454,94.37703417908648,68.40853601592171,113.4644184384378,96.93791664778516
KyKy Tandy,Florida Atlantic,7.941227757699401,6.611885350725675,78.15878684465767,113.65495668817236,105.37371761962196,77.52016949991096,113.08443470018152,105.73135899082232
Wooga Poplar,Villanova,14.694426119463229,15.398544605543592,71.8907534893275,118.56429469319116,102.48298079639724,68.26321911954969,108.4810224281263,98.90056860888797
Brandon Angel,Oregon,7.90346218247197,6.254852627590386,69.75458133775491,115.11625343624422,97.20320435235934,67.9679731717988,113.03729698303373,97.95669328167683
Rafael Castro,George Washington,15.2667004528381,17.37253365802937,66.96262557313386,107.55665158962717,102.74746159589496,74.26564795076122,115.376175866143,99.07900495705763
Jack Molloy,Yale,1.9017216661681904,0.9066112016177454,65.8438910463545,113.85459227896564,103.7177776148286,74.51066156409115,115.6324054123989,93.08490895026358
Rayvon Griffith,Cincinnati,1.3763625445107583,1.1614680257124073,72.99037267739298,111.55548706851484,95.33247646460744,65.70701296662813,109.25469795933682,104.0404620369917
Anthony Finkley,Saint Joseph's,7.743147012189325,11.11804342757224,84.0235195286263,112.03208493032416,99.83953201028194,77.78735960941161,115.66538668972716,111.55913958705322
Trey Moss,George Washington,3.754165413610718,1.9555638475825217,66.96262557313386,107.55665158962717,102.74746159589496,74.26564795076122,115.376175866143,99.07900495705763
Jizzle James,Cincinnati,13.396894220847306,14.516534158531886,72.99037267739298,111.55548706851484,95.33247646460744,65.70701296662813,109.25469795933682,104.0404620369917
Jacob Ognacevic,Lipscomb,20.547310206144644,19.743445374154263,64.74703200475528,110.6913808908922,104.00046009647237,78.32496731194287,118.86851419056173,92.32257996353874
