player,team,weighted_trb,kalman_trb,team_proj,team_oe,team_de,opp_proj,opp_oe,opp_de
Kuluel Mading,Norfolk St.,4.004591720164915,3.6704604214801777,64.53303717225337,106.18462088444946,108.98658883187836,89.73462038000493,127.50495327449586,94.11537363886367
Dramane Camara,Norfolk St.,0.8335635715478965,0.55723697039156,64.53303717225337,106.18462088444946,108.98658883187836,89.73462038000493,127.50495327449586,94.11537363886367
Kameryn Mitchell,Troy,0.1615464571376679,0.1671592859452695,69.14449338236723,106.77555631293777,100.3428711687423,81.37321521410263,123.53845858085026,98.6490669127
Bryson Spell,Liberty,0.117068936786315,0.0790227219855377,67.96548492369377,113.02570183407131,97.98724086273336,69.97023542271774,115.22975967282684,97.03581487678142
Terrance Jones,Norfolk St.,2.664532328224695,3.18291028200918,64.53303717225337,106.18462088444946,108.98658883187836,89.73462038000493,127.50495327449586,94.11537363886367
"Brian Moore, Jr.",Norfolk St.,3.793174242114701,4.179637254802418,64.53303717225337,106.18462088444946,108.98658883187836,89.73462038000493,127.50495327449586,94.11537363886367
Camren Hunter,Wisconsin,0.4250882983815606,0.24549143072255,77.01250665438184,122.45240100972634,95.94623557726416,76.70326180905177,125.93110278425954,99.069750222349
A.J. Hoggard,Vanderbilt,2.677681746161059,3.124093138046078,66.06476858829814,118.48162994274944,101.28391525047545,70.14680276301164,115.05214501251726,92.62883845359424
Mitch Mascari,Drake,2.2046660208215973,2.4032637568558077,58.8931633699471,112.60327038856089,97.2789867628108,66.13503323975574,125.54032488559136,96.57941909857846
Rubin Jones,Michigan,2.4806552835601816,2.55231427739409,68.94084622858495,115.18058349723498,94.045751730236,69.90173572111556,115.50471262873972,93.01398730075611
Tishan Ahir,UC Irvine,0.0939388555079007,0.0431041935483236,72.9024612628943,107.73820500100769,96.145856468267,66.22327173025538,107.41906494989134,105.83055891133957
Tavion Banks,Drake,5.219449611288017,7.45633474175737,58.8931633699471,112.60327038856089,97.2789867628108,66.13503323975574,125.54032488559136,96.57941909857846
Isaia Howard,Drake,2.478579177666909,1.831097376638303,58.8931633699471,112.60327038856089,97.2789867628108,66.13503323975574,125.54032488559136,96.57941909857846
Andrew Alia,Drake,1.3607867469381043,1.6149051473806866,58.8931633699471,112.60327038856089,97.2789867628108,66.13503323975574,125.54032488559136,96.57941909857846
